,,,,,,,,,∑Áœ’µ»º∂,id
112.965083,24.789697,1251.192935,49.78380435,18.49266304,0.658268328,0.639368138,0.244210247,0.513948904,1,144
112.97792,24.789697,1174.502717,49.28673913,19.62826087,0.425059496,0.582443299,0.429260949,0.478921248,0,145
112.84955,24.798167,1065.521739,50.40065217,21.8923913,0.093657037,0.710010705,0.798211044,0.533959595,1,146
112.862387,24.798167,1081.019022,50.62880435,21.39592391,0.140783037,0.736139119,0.717309481,0.531410546,1,147
112.875224,24.798167,1085.3125,49.88478261,21.30570652,0.153839162,0.650932357,0.702608157,0.502459892,0,148
112.888061,24.798167,1114.82337,49.72271739,20.57608696,0.243579361,0.632372345,0.583713413,0.48655504,0,149
112.900898,24.798167,1156.002717,49.42554348,19.82065217,0.368802472,0.598339433,0.460611965,0.475917957,0,150
112.913735,24.798167,1202.798913,49.90043478,19.07608696,0.511105969,0.652724874,0.339281761,0.501037535,0,151
112.926572,24.798167,1255.105978,49.48956522,18.31358696,0.670167581,0.605671322,0.215029004,0.496955969,0,152
112.939409,24.798167,1296.956522,49.76086957,17.69076087,0.797431745,0.636741604,0.113536731,0.51590336,1,153
112.952246,24.798167,1316.904891,50.16021739,17.41331522,0.858093145,0.682475664,0.068325732,0.53629818,1,154
112.965083,24.798167,1282.695652,49.75913043,18.00163043,0.754065578,0.636542435,0.164194305,0.51826744,1,155
112.97792,24.798167,1235.76087,49.82717391,18.70625,0.611340649,0.644334902,0.279015188,0.51156358,0,156
112.875224,24.806637,1043.972826,49.84119565,22.07690217,0.028128512,0.645940698,0.828277908,0.500782373,0,157
112.888061,24.806637,1063.684783,49.015,21.40733696,0.088070999,0.551323226,0.719169287,0.452854504,0,158
112.900898,24.806637,1110.013587,49.37945652,20.42826087,0.228953196,0.593061468,0.559624496,0.460546387,0,159
112.913735,24.806637,1175.13587,50.16880435,19.39538043,0.426984862,0.683459058,0.391312049,0.500585323,0,160
112.926572,24.806637,1225.298913,49.44532609,18.65353261,0.579526674,0.600604974,0.270424656,0.483518768,0,161
112.939409,24.806637,1265.923913,48.94163043,18.0451087,0.703064058,0.542920806,0.171279281,0.472421381,0,162
112.952246,24.806637,1301.847826,49.7948913,17.5736413,0.812305811,0.640637837,0.094451579,0.515798409,1,163
112.965083,24.806637,1289,49.66184783,17.83505435,0.773236597,0.625401449,0.137049993,0.511896013,1,164
112.97792,24.806637,1233.625,49.81978261,18.68125,0.60484564,0.643488436,0.274941328,0.507758468,0,165
112.875224,24.815107,1034.932065,49.77423913,22.22771739,0.00063628,0.638272711,0.852853917,0.497254303,0,166
112.888061,24.815107,1049.565217,48.98869565,21.56222826,0.045134528,0.548310802,0.744409512,0.445951614,0,167
112.900898,24.815107,1104.184783,49.6823913,20.45217391,0.211228267,0.627754127,0.563521233,0.467501209,0,168
112.913735,24.815107,1174.483696,48.95043478,19.34320652,0.425001653,0.543929096,0.382810078,0.450580276,0,169
112.926572,24.815107,1234.625,49.46902174,18.4798913,0.60788656,0.603318645,0.242129035,0.484444747,0,170
112.939409,24.815107,1278.4375,48.94543478,17.82255435,0.741116877,0.543356487,0.135013063,0.473162142,0,171
112.952246,24.815107,1300.361413,49.17402174,17.56956522,0.807785747,0.569534693,0.093787362,0.490369267,0,172
